text,neutral,positive,negative,compound,Sentiment
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.0,1.0,0.0,0.0,Neutral
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
indian institute technology iit roorkee researchers developed biodegradable substitute single use p ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
mrsdinfotech skillechomart indian institute technology indore empanelment hospital diagnostic centre ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt davidhundeyin spend millions dollars building equipping staffing funding one world class university modelled ,0.0,1.0,0.0,0.0,Neutral
rt rashtrapatibhvn president droupadi murmu inaugurated new campus indian institute information technology dharwad dharw ,0.0,1.0,0.0,0.0,Neutral
three students indian institute technology iit varanasi among 10 tourists killed tempo travel ,0.273,0.727,0.0,-0.6705,Negative
rt bpjnis 200928 lovesick girls concept teaser video jenlisa cut jennie lisa jenlisa ,0.272,0.728,0.0,-0.4767,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
three iiit guwahati students killed road accident three students indian institute information technology g ,0.388,0.612,0.0,-0.8225,Negative
3 iiit g students die kamrup road accident three students indian institute information technology guw ,0.35,0.65,0.0,-0.7906,Negative
fuck indian institute technology bombay india ,0.412,0.588,0.0,-0.5423,Negative
a last iit ian indian institute technology shamed ,0.34,0.66,0.0,-0.5574,Negative
three iiit guwahati students killed road accident three students indian institute information technology g ,0.388,0.612,0.0,-0.8225,Negative
rt toddarmal riturathaur biomass burning behind delhi poor air quality winter biomass burning emis ,0.193,0.807,0.0,-0.4767,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
3 iiit g students die kamrup road accident three students indian institute information technology guw ,0.35,0.65,0.0,-0.7906,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
three students indian institute technology iit varanasi among 10 tourists killed tempo travel ,0.273,0.727,0.0,-0.6705,Negative
riturathaur biomass burning behind delhi poor air quality winter biomass bur ,0.237,0.763,0.0,-0.4767,Negative
shimla three students indian institute technology iit varanasi among 10 tourists killed temp ,0.273,0.727,0.0,-0.6705,Negative
shimla three students indian institute technology iit varanasi among 10 tourists killed temp ,0.273,0.727,0.0,-0.6705,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
don miss this webinar wireless charging evs presented dr suvendu samanta indian institute technolog ,0.11,0.89,0.0,-0.1531,Negative
rt thewire_in three students indian institute technology iit varanasi among 10 tourists killed tempo traveller fell ,0.231,0.769,0.0,-0.6705,Negative
for next week big quantum bio meeting joined kasturi saha indian institute technology bomb ,0.198,0.802,0.0,-0.4939,Negative
aparnamitra0 doubt unless generation refuses pass tradition even iit hostel many us liste ,0.172,0.828,0.0,-0.3612,Negative
lebu went prison i indian institute technology the story ended jail actually ,0.231,0.769,0.0,-0.5106,Negative
fuck indian institute technology kharagpur india ,0.412,0.588,0.0,-0.5423,Negative
rt fakeuppercaste may b student gc hence hue amp cry had student royal caste professor brahmin sounding ,0.162,0.838,0.0,-0.4767,Negative
iit suicide ,0.818,0.182,0.0,-0.6705,Negative
researchers indian institute technology mandi collaboration pgimer chandigarh developed po ,0.286,0.714,0.0,-0.5574,Negative
